business_id,name
b48IZPvY6MQO8MXK3uCNCQ,Village Pub & Poker
li5_YJhPbd4NKym2ThmY7Q,Granny's Kitchen
UfSwz2LHiVu0K6CJJ6-2gg,Mia Bella Cafe
1ziIZL9P77FrsXS4_NMiDQ,Roman McCarthy Meats
EOS1D1APHwlU19YL3A1PGQ,L & L Hawaiian Barbecue
Gue8TLhEYdHT9ulkblHEwg,Panda Express
tsYriuDpdtaTju7LUANDzg,Panda Express
QpPA4PZ0_jo82gkzMsQpDw,Sterling Spoon Cafe
PSUOncuqfqHulYj_fusthw,Cheeburger Cheeburger
3yhdmUXeZS5j9xZRcuIv0g,Papa John's Pizza
tCYAxj5_pV4RnDpe3_5VpA,Sushi Bomb
RPS0KACAND78Kz1XdQLSeQ,Kilroy's Restaurant & Bar
cSUWEbmMyJAv87Yd9LnvUA,Manila's Best - A Taste of Home
ENaLdbV5Z3ZctxUgQZjwhw,Judit's Bistro
sJBem81QF7l_43aF7xtLYQ,Crêpe Station
VntjrwqcYS2WPKWjurzf9Q,Onyx Restaurant At  Bogey's
gqELGWcpWepjV33yzc4Diw,Santa Ana Cafe
k-YxoQSyfIEPcSHu1cyBhg,Jack In the Box
fcUZ0HlaO1bMW26tzQZVOQ,McDonald's
F06m2yQSPHIrb1IT7heYeQ,Rainbow Kitchen
iJ4uoZkPNJ39Vfh0HirI3w,Itsy Bitsy
Ctyt6cIbMVzT4jJsIj9H8w,Sprouts Farmers Market
1ME-zOtZ9HApzJUOpR0-vQ,El Herradero Mexican Restaurant
mBPoC45aHpiqx6wp-FpE2g,Bomas Bar & Grill
F5jwXCeAqHzs-c87sps5gg,Satoya
sjO0HUb3VdYGQdHxrTnKUw,Del Taco
vAh6WNioOEw7G9tGhd_JQw,Food Express Chinese Restaurant
296PZdxSrtH08EUwCsOKMw,Michael's Gourmet Room
jrGxdAblwBmRG6K-dDpKbQ,Las Delicias Demontecristo Restaurant
MQiNywdecInMlkW06WYaCg,Maru Korean BBQ & Sushi
dqO24yvvHJc5jgHm3LcliA,Novecento Pizzeria
38YPE4KCvgChy9y6FcksEQ,Pizza Hut
iu-KRfucMNM1j9-EstPGXg,Sonic Drive-In
zcpfOE1tBET_5YUjq8y11g,Tastys' Soul Food
UvF68aNDfzCWQbxO6-647g,Mr. Sandwich
Ki8seQY5mtXc36xjoMfeDA,Flour & Barley
JPWg9acsCv_om9UFYGMJbA,Fleming's Prime Steakhouse & Wine Bar
XsSgv3vBOyOBXn3Co8EVIg,Q Bistro
gloqQrObDeVaL_o3hb35PQ,Subway
3F7fYgrubSCzAQrpBRKMgQ,Marcos Pizza
CSaVK9wgqe2_tQuuCDINyQ,Frankie's Pizza
9wNrqTeoEepFSbFu4QLuUQ,Rosati's Pizza
deuHIeaTY8ns_GZAxU5H9g,Capriotti's Sandwich Shop
RUsoxvu4HH0fcGW14hbPhg,Valerio's Tropical Bake Shop
rbQOcy2n8dBPpm5ua3VU_Q,Sweet Poké
pi4FLFEOn9AhNUxiLbBeHg,Hawaiian Style Poke
zzzaIBwimxVej4tY6qFOUQ,Guthrie's
0xNSLnqLT5miZO9RqSvbhw,Heavenly Jars
zbZX8D5sd9XZa6l6fQDN1A,Island Style Restaurant
tcJxTYHmcvENebzdpoailQ,Subway
2oSmaFSi0GSDPTOHOKeQHQ,P-Dub's BBQ
PAmyAhNhGII0cfrn4BPOew,Angie's Soul Food Kitchen
NCS7tmlcTsdSmDaW6oPQfw,Havana Express Cuban Kitchen & Bakery
aQUo8irLBywAZN26ln_Q1w,WILD
zkuCoXFQOceyNaPJLUDZzA,Sidewalk Cafe
nI-ZmgPjAtiNTTU-_gnoYQ,Trattoria Reggiano
JdXWoFcLDxE7OhC63r8zAQ,Samurai Sam's
HY1qcwlWLkH2_4dIWjCmQQ,D E Thai Kitchen
i7__R4dmGUayzNB939Zm0A,Shuseki
3pGA9YGsDLRQ7HJLw5cwcQ,Yunnan Tasty Garden
Sg2AKa2X31UCmc1SmsrNUw,New York Bagel N Bakery
vuqHcBCbxH36hCFsZ1W-0Q,Mulligan's Pub
fUKi8LlQhzsGntuZjfvLWg,Rice Republic
sE05glLpll9KPv3dcO79GQ,Paradise Buffet & Cafe Restaurant
SN6mvy2vbXL0F_CYFkx8zg,La Scala
8hDKFHyRrILlXp5DfTlSGw,Steak & Spud Factory
YZ4P5I-OsQxVVoTENo1OAg,Haulin Balls
ZNR0dkujYDCLM3CqtI9w8Q,Mack Ribz BBQ & Louisiana Fried Chicken
Hz6pXloEBWboBaJuEpk0JQ,Gaylord India Restaurant
XgsIf7s2zM-cC29WUD-NZQ,Makino Sushi & Seafood Buffet
D92rYqjoz8e1YKoif_bwuw,Subway
Cduw9GWnZ_ZvsACVVrlkEA,La Reina Mexican Food & Bakery
POiWEckMIOqX7TgBxXgCzw,China One
Pg08gKwJApGWoHtnq3aWqw,Fatburger
0yjLZZx708uJbierAonqQg,Church's Chicken
J7EUrh1q3lgENaoTrHZl_w,Ogden's Hops and Harvest
B3GjNu23NqsbGnhcth_MNw,Palermo Pizza Kitchen
p45zoSxaX9FC6JBoyw6DKg,Steiner's Nevada Style Pub
jrE4M9HlYp2AZZ7iQCSIRw,Harbor Palace Seafood Restaurant
-U7tvCtaraTQ9b0zBhpBMA,MGM Grand Buffet
ZCQa7CJxZ-53Zxd_pobWug,Le Cafe Ile St. Louis
TfeFpeiNbaYNg4Paf3YJow,Charley's Grilled Subs
zXBrfL_ohYMuBZWvF8EcSA,Café Zupas
zY6f_cFY8HTI3hLlJj3SOg,Sabatino's Authentic NY Pizzeria
Tw1CgJ8MHax1orR3gBJl7g,Cabo Mexican Restaurant
wjf1uZNr6E4LQ0nUNHX5AA,Rivas Mexican Grill #2
OG88JYN1t41_qqREXq3VIA,Manila Seafood Fresh & Ready
FzvFBy5_qsoOz99w_AAD4w,WTPho
Ozy5LlmU0k-mVs7RXNisZQ,Subway
IJGrBQyYpCBkbZx65H5J5g,Rubio's
qhbUNmiGKmw343Fj7qlEsQ,Harvest Cafe
-Le6cwbZL4tDZwNHwipfKg,Marrakech
Gml97gSULiA6HFjie01d3Q,Pellegrini Pizza
d5jNxllk5BFt9R4YUEnSyQ,Yukon Grille
NQXuoB9JTPUItHvouMgWjQ,Violette's Vegan Organic Cafe & Juice Bar
dk7pJipvk5MNZotQd9suUA,Jimmy John's
NLTfEyC50pz8a29CYRqvtA,Birrieria Jalisco
Poe4wRP7qagO34HGenYUzw,Subway
9B9rmmyvI7uWx9C_BFU59A,Smokeit BBQ & Catering
SS4HgxPnEgF3cFPQFNDI1g,Charlies Cheesesteak Deli
OjApDLQUPV8c_yPCg8xZog,Pot Liquor CAS
8dSIAoz_UphMGpZr_uMing,Rosati's
cd9bU_zxbmb-PU0UJogTcw,Kosher On The Go
TjZo2v8i7d4omCovsFA2pg,Papa John's Pizza
mD8bJbumIGOtlXXuvVNuqw,Call Me Cake
yfxDa8RFOvJPQh0rNtakHA,Pho Kim Long
T3C5Mq-QxshN7qH_HPQMpQ,Jack In The Box
tkdolOWoZ9KIYP-PETvYWA,Jersey Mike's Subs
TYd7ccoysodkT2SI-AT9Jg,Espee's Gourmet Tamales
3OC0fQKLoChZz1iWKRg3gg,The Spread Sports Book & Deli
JG6E_I3_Tc3vTusEtTeNjQ,Becker's Steakhouse
0pJiZDiKz1dfx5CIjce5XQ,Luis Cocina
f1L-fI_wM5aH7_YG7WcUaA,Campus Commons Food Court
9ehTNgvu0vZgHjWkQqF6KQ,Macayo Vegas
ff6B-NAhNYnDFpaKziDBJg,Jack in the Box
Sfc8Haz2Yri8Mo1L0E0TsA,Chicken Bonz
N95IG-T9bbR2iNL9_an1SQ,Me Gusta Tacos
sDXuFZjYR3FJgJ74MtecVw,Ay-Chung Noodle
ZMIcuo-aQja0ITk4-TU8Jg,Pizza Factory
QnTuluWsuNb3aYCl-J9HVQ,The Tavern
OzPSwxV8AH2S5KvoBTjH5Q,Tropical Smoothie Cafe
5uvX6yqie9DpHR7UAiQZtw,McDonald's
0xvdC8F0HmFpAFkJk6nXLg,Yojié Japanese Fondue
fW7SHgmidc32kHSoyLTM2A,Our Families Country Cafe
O589S0opFB9oK8VcL5tRcA,Treasures Gentlemen's Club & Steakhouse
PAilv1TpsWMsLTZk5d3guw,Capriotti's Sandwich Shop
dJyvE8huwBlyUWcjPJJFDQ,Mediterranean Market
Nmka2Jw1HrC2IfuEADOwZg,El Varaderito
bixMVkra8aJ1zcx026N8Bw,Kaze Sushi
Ch3HkwQYv1YKw_FO06vBWA,P.F. Chang's
ZsGnt11KrZdvtuY67sxpQw,Nino's Kitchen
pTUXKIaqVulbHKW9VS3sBw,Kaldi's Coffee Las Vegas
Wht6JaY_yLIb3usuPvSulA,Las Islitas Mariscos
p6pQDhvxLIP7xRIQ_HVR-w,Port of Subs
rN3gHTjqx5sOnoUpJ-6jyg,Edge Steakhouse
ruWTngdiC68O9la27hvvHw,Foundation Room
e-P17ZVKGvnBT58pqtxQeA,Riva by Wolfgang Puck
oJZNHz5UUVUgrZwVBVlpYw,Petrossian Bar
46ud6EO8tIlgnLnhLN2Tvg,Southern Style Eatery
Ijdoi6pDMK3Burw3TtAOZg,Top This Pizza
xxAGaqYnboeR0SilS7DbAg,Stripchezze Food Truck
GsaNBwJycUb6-MuFSYN5BQ,Taco Bell
ZcNe9rEAZVObPKFwtM8XaA,Pupusería El Zunzal
blBZJ_UbVb2ieOcktYRuZg,Smashburger
1bALsE6aZE23mGV2WPxN_g,Capriotti's Sandwich Shop
ASxoWbHKUWBZLh2rWysLcw,Fortune Seafood Restaurant
iO5bjeXWiu1mOqlevgV73Q,Aqua Restaurant and Lounge
zRqi6L1u-YmmVAHjeUbGMQ,SkinnyFATS
DYuOxkW4DtlJsTHdxdXSlg,Bahama Breeze
3tBRBsiTi6JJz3CJ7DcS_w,Skinny Chick Fat Chicken
dn51F67VLgPuqy_8SFk9oA,Village Pub and Cafe
5tl4tyaJEzGeAdbi_L7PzQ,El Pollo Mobile
WhYep5bRqXpaejOTH6ukbw,Subwich Alley
ht9Z_l_Eq4vx-SFsltVlaQ,L&L Hawaiian Barbecue
gA78_OGp1ekMvZWjRoBmFw,#1 Hawaiian Barbecue
PVveyZsT6nwhRZIncbrWww,Jimboy's Tacos
jRq50hjNDfnkZ3AdJxhsEg,Rum Runner
Tl9dhHhmJBl6PGSVk-OpMA,McDonald's
WDKTg468bkRPW0LqbAZfmg,Sugar Factory
cW-guonyUbsjZ7b7tXauHw,Sassy Sal's BBQ
s2oTzh21fWMXy4YrSAq_wQ,The Jade Restaurant
ZoCCW3R_LEAzktU0rMbX8w,Chipotle Mexican Grill
sV_8f7ChS4m8LxbQo4Nmdg,Soulfish Poké
BUoV8s0j22KD_PzLm8BlkA,Salcianu Bistro
5cbsjFtrntUAeUx51FaFTg,Agave
B_WggEKFq-ZFNui8CHPYvA,Soho Sushi Burrito
hdZ_4Vd9opGm5UajNUuhwA,NYP- Pizzeria
7fxebHYUwIF6CakxSr70iQ,Carnevino
Fe699lNnpiZIGjgmuQahXA,Teriyaki Boy Healthy Grill
YnYS1dISBoLpA_VUSjOzEQ,Port of Subs
ZxfjACWhW25vklHpYDMWag,The Water Factory
1SE9f6TEV5XhnTuuK01xwA,Wingstop
Lw9EBaDVg5R36dIE6N2oqw,Carlos' Kitchen
F6ScBoyzVPhuvyJUUdUZ9Q,Merkato Ethiopian Restaurant
Nx2qOQBY9QGJnzcuPO9yyw,Decatur Drug Store Coffee Shop
i5vy3X8WBjQ-F7P8HqC7KA,Chinatown Cuisine
lzQxNWlUVXJM2uqBeZafaQ,Blizz Frozen Yogurt - Bally's Hotel & Casino
xxaqaD9IVsqxiNF8FoHdYA,Port of Subs
QmVF3KJ07PsdroCFwOC_Ow,Chao Thai Restaurant
oi3FWENKZ5y_bDCpEb8yOw,Lakeside
wlcHT4d52xh52ZsIxxuGFg,Smashburger
cPmThZ7Ugpd8eJnIObOy0Q,Olive Garden Italian Restaurant
jG0m1-899xwYY3IXpTRRCQ,Baja Bar & Grill
VE5KGq9ztCztivwbmjNlTQ,South Point Hot Dog Cart
D1J0-sFI1ul-9l3CwjvvwA,Tortas El Rey
MD4Pa7A3EyQDwscwCQqnmQ,Rubio's
YYzHvjD16a8Vn6AeaWBKJg,Tail and Fin
7UFDAX4wLi6ux5otguYldA,Andiron Steak & Sea
qVbZ_VrZEGJKJg9ZpkGzjw,Dog Haus Biergarten
SZmei3pS7PxeIiPCQ5n3HQ,Honmachi
Dnn7JsdmvJ0_spWu9wo2kg,Great American Food
eoyvbnRYQe-z85e8Rc6vAg,Grotto Ristorante
_Y7090jnL5EezPib1ZVF1A,Roadrunner Saloon
rdZ6xVABSoOVeAIiCaEj4w,Brian's Beach Sushi
nxzqOt8sABsgf53c4CgMqg,Beso
Qe71AVaQZW9EbATLpCec0Q,Fulton Fish Frye
HJh47HQiP75ePRGg_RawaA,2 Scoops of Aloha LV
HPLB1Tr8ZB5UkD-2umKPdA,Fat Choy
lkJOUKrZwme0SmLakU5h_A,Chi Town Dogs
HmeRzfULqmvcx_3TRe_tBw,Cevicheria El Diamante
Kbnet8BjbZpXoR_q7JLZPA,Bripolis Cafe
f5AenP5rsrnLo9tKtenIew,Cheng's Express
zazLy5wo73tr5y9Oxjx36g,Violas Tavern
xEH00X_VoRepWKXQrragmw,MOzen Bistro
DFrNSuSMr6sHLvtpj0v7qA,Kau Kau Kitchen
tA5mqEP68qjbTFK9c14D7A,Pot Tea Social House
ml9WFLPNAIryG6zQnd9qBA,Philly Cheesesteak Factory
sPd9YmvS6eSWzTvqowcBXA,Tropical Smoothie Cafe
W4hWYHAE_MBqYoY1ZJx8fw,Memo Lounge and Restaurant
VpFUraD3fuFY9qCcvgMntA,Roma Pizza
lF3klLu44Jaq3UqO9a50Pg,Mariscos El Puerto
hYX0z2C6Th5XmcrKOP31fQ,Double Helix Wine & Whiskey Lounge
SFaCcwpIKjrpnT1IjzEDdg,Jerusalem Mediterranean Chef's Table
p3r4Urvv_ztuHuHB9FnQdw,Nhu Lan
yUBCkEWsN8c-mMteKx3ehA,Subway
d_N_4ZwgzQjI-J0iEfM5CQ,Pan Asian express
TspQ9jCczz436RiJHJQYZw,Fresh Kabob
qABb9Wzdn51VcNHdp_Qhpg,Tintoretto Restaurant and Bakery
KDdu9HDswaJYExaGDuzRjQ,Vegeway
aYyj9OdH059CoEXadmldXA,Bonsai Japanese Steak & Sushi
cKXMA7AoyvrFKaZzNOp0nA,Tuscany Gardens
Gaq3S9lmjXVcuDCZ8ulppw,Oyshi Sushi
hiydLAE7gWotTslBJYENrg,Kaba Curry
y-O3h7CV6X6P5ey1ZFcQwA,Murdock Meals
SfP326rcU5sjwGx_dQP2RQ,Shan Dong Chinese Restaurant
DYAorbxOyubUB_wtQRCdug,MadHouse Coffee
KuZJcLIe3r0zO0x5TlmsKw,Robertos Taco Shop
9wxxjUKdaiWeK0fGxSYhzQ,Raffles Cafe
Z6bIu9gOxDbr8DjrbxIn1g,Hyakumi Japanese Restaurant & Sushi Bar
S1Gpj_cqlEzitBCGAXj5aA,Gandhi India's Cuisine
YD0hmHv_DaREDENhTb2Pnw,La Cantine
DNSDAtD6uxQkoZkQe2v4ew,Curry Leaf Flavors of India
e5Qw3r7mkwPLcdDzZzTeew,Lahaina Grill
g9IeZKQl0TamGI8772vYAQ,Jimmy John's
OtSbxxD-WNzlNQlDGpXFSA,IKEA
jfmyj519pg2flxGEQ2xdPg,Joyful House Chinese Cuisine
SzBpr6or7BQcjc-e3ARLjw,Greens and Proteins
6bYgKI5JaQmS2xDoofS6cQ,USS Fish N Chips
eV-5b1Bjtnn-QePN3t3taQ,Stir Krazy Mongolian Grill
oSDZ60KdSkMDQNaHGqvQBA,Meallionaire Meal Prep
VR8QvH2g-jEG5EfMzA_G9w,Nine Fine Irishmen
DA-ddRqcReCe_DcXKicvsQ,Arata Sushi & Bowl
ru35Z92NtGynsmw0iZDarQ,Tony's Mexican Food
-YCd2_DdJUeZx3RRcmIZ_g,Taco Bell
AhkHsa9xM7-Fxz9sxKra2Q,Pink Box
k-3nsmnnq4cnUutgOVEjaQ,Pizzarelli
Y14TOXSN40oWw7d5mPEkNA,World of Feng Shui
95ASq_FH5hLT1bA3fdISqw,Burger King
vOMDU31gdylrzBhAKC9QbA,Sushi Hiroyoshi Japanese Cuisine
z85R3JrM5xkudu2SZxObPQ,La Taqueria
ySHeT6Y6HuCxYoe27swKrw,Shaanxi Gourmet
tNq5iUjDNkDmbp7WV2pUkA,Bonsai Sushi Burrito
xl5_NW2JBleYameeEIocFQ,Angelina's Pizzeria
nS6QENxe6YODNrQ45bpC-A,Cafe Verdi
ZW5ReCY3B9_TekUYWhr7HA,Kaba Curry
eJECvXFIUnfcDE6PzKS2Yw,McDonald's
ubt9YKL8nT-1WMu2QLxuNg,Rice Trax Teriyaki Grill
IMLrj2klosTFvPRLv56cng,Honey Salt
uWECX6-Uq9n8v5ipk9R29A,Lola's A Louisana Kitchen
Yq7u6XXyDITG7I6yKAXU0g,Capriotti's
NjMC1bh3xZbqBmihsbH-nw,PT's Gold
Qor28v4BlhSwtN8DSvah9g,Pepe's Tacos
k2b3niokS_tosjah_rzCPw,Metro Pizza
hDyc9DdjGldhxis5E1rd3w,POKE POKU  Hawaiian Poke bar
qIRqFlmvHDRe7kWBAsuVnQ,YuXiang Korean Chinese Cuisine
W-bfM3k64ZwUeBeKnpeSpA,Hot Tofu
8S0WItfiVK24ys48FhcSsg,La Hacienda Restaurant
005XmZKuJZuNbl5tGXc5SA,Tony Roma's
_t7g5RusswFMlAe01aoj4Q,Seoul Korean Bar B Q Restaurant
bfmz_fm-9yvcAU29k9CD2g,Crepe Shack
NwDFnh0-H1wMn4vGVJGApA,Axum Ethiopian
bw4X3r0UKGHdhDjawLZp5g,Wingin' It
k9b96JXlNewj36ddrce9Jw,Garden Grill
FB4qtiB4--kt_PqPSowJTA,BF Sushi
KwMdV9OLQ8EVs0KaeB5Krg,Las Gorditas Los Pinguinos
PK0pjMIgWXg_xHJT4axz0A,Taters n' Salads
nGqCSg5ei7wYwaKFBN-8FA,Wok Vegas Asian BBQ
oDcTa97TuRsNVg8urdw6qA,Papa John's Pizza
qsJkjQoM3Hdg6Gtqp2S9_w,Archi's Thai Cafe
F_Oz3d3m3E_8EYO4JVpULA,The Grand Ballroom at Rhythm Kitchen
2aPbaa0FFbN9AdPtxHqbVg,Tables Board Game Spot
wTDsirjG5uWh9go8RLvJcQ,Robert Irvine's Public House
UidEFF1WpnU4duev4fjPlQ,Therapy
8_hy-FrbC9zcakjKH_yaXA,Bomb Tacos
Nsi49BE_XsjJ0oOXwhH8hA,China Star Buffet
kRgAf6j2y1eR0wOFdzFAuw,Firefly
6bVEM9jD-mpU4WNXcJ9tHA,New York Pizza Ribs & Wings
Tz01tl2VlnliktL-Hhc73Q,Myxx Hookah Lounge
6LkNSA3b3dufG5_dKfEQdQ,Southern Kitchen
oGWPnueWsvzQ47tAQvWHUQ,Tacos Los Parados
UKmVnT8q0aIlhPEyMFk5fA,Subway
uyTmKmwtGf-vZ5nYZXWimQ,Arata Sushi
RC4oyPNX3FVTCfxsDeJI6A,Einstein Bros
R_z9LFtqbBB9pANO530w9w,Bruno's Taco Bar
dP1_wP59hvVDWNzFFS_6YQ,Subway
6yynJxXqG8x9k9wrSvLAEw,Tahiti Joe's
0eJG77JOkyMIBhc4Xbuqfw,A Thyme For All Seasons
6fKmO2gzGQhzM791H6b4mQ,Domino's Pizza
Uw4z3M7H4buYtTGBrzFCSg,McDonald's
M4vh_kzppP1nsxo7hsaVIA,Golden Nugget Buffet
U73q64yVTVTKM0RgF8pIag,Benny's Smokin BBQ and Brews
KN-JL6uWCfDubCztgZ6zdw,Zydeco Po-Boys
1qTx9z8RMz7RIYKAfnpZ0A,Lillie's Asian Cuisine
32u4chtkG4fIa52396iOhw,Papa John's Pizza
BEplfZTUzYwApjMUaOA12w,Canonita
w-ADkvhj2reSoONd_UXa4g,DJ Hollywood's Pizza & Gyros
SnMUTGhY2nW2Ldb0QJAjAg,The SLS Buffet
mGCOI83lIiDfc4cEOtmZlQ,Pan Asian Express
Zf79K5QvjpT26M9OMt55sw,Festival Buffet
E6VoYfE4YDQueOHYpdyQaQ,Empire Bagels
o0OZwd1boPVWsmu6G4YL5g,Marie Callendars
phTLTkqSvylLkmz5wAwhTw,Golden China
A6kXV4LPZsPjqWyGU-h_zw,KFC
zFzuJf6G8l1YWjqcmu_PgA,Salvatore's
a2OCO4yHDEifuKzjor_yRQ,PT's
etzDsNjkCyQBoJcU2a3U-g,Denny's
0AZCpDQpbi83NHh9uEpggQ,Ihop
JsAR0hNX-5zA-CMsYW4NLQ,Courtyard Deli
FS0SA_ysgXsQEe6aCaIrKQ,Ojax Mediterranean
lokPfoken16iTeAJ2PAwmQ,Feast Buffet
nwr-HNLERXNh31LQp6fN-A,Buster's Dawg House
d4bMBIhBELF_bhkT-Sig3Q,Timbers - Cheyenne
EX8EyU43VF7DwS7jKEnjvg,Wendy's
pwdZMC9Q2QH2uNbUj3NDeA,Shinya Maru Ramen & Izakaya
arkgHRBReRqIPUP1vuPz4g,Viva Las Arepas
EWmYNndtI9G0c2lI58vQWA,Phoenix
2hyciWHsqnbqdEkUvO3KuQ,Little Crown & Anchor Pub
MOd-00nJo6xwg-cZT-RBTQ,Forte Family Practice
ePVVYZlBCOyPqK_XYnfJWg,El Pollo Loco
pNVRNptxW2u_WhQ0Fs-g9A,8th Ave Pizza
ohz8ljVxcZMo2bMGrBZfgw,Origin India Las Vegas
zVpoYRSywKJdDQCFaACy1A,Tiger Sushi
7dHYudt6OOIjiaxkSvv3lQ,In-N-Out Burger
T9XOUa2dX4conDOqjUtmhA,Sicily's Pizza II
Bo6JrUUD7aIyjhmaz9M9kw,Koolthai Restaurant
mz1zD5_eqyCQNuzAqB_iKg,Pancho's Kitchen
P7pxQFqr7yBKMMI2J51udw,Holsteins Shakes & Buns
Vv3jTDk4epPDr0oBTMZ4dQ,Fuji Japanese Restaurant
-N_agk8RUHvHk3GVDsyunQ,Hitchin Post Saloon & Steakhouse
lYsq47uDzdjYUGtyUq8aaQ,Mundo Restaurant
5xdKUuu4DbJ71KGbwRXfFg,Ramen KoBo
ZAuAwz1ijuydn5yL3q3rzA,Japanese Curry Zen
khXRwuslAgvZ8PkqCgiBKw,Gianna's Pizza
0xzmIBsJQc5eUNLucFrZ0Q,Stratta
RQu_Bv7EFf5NKMnh_3E7Ag,Sedona Lounge
zp-K5s3pGTWuuaVBWo6WZA,HoneyBaked Ham
pvLUYFU0zF7ADbK0sPkslg,Arby's
Zrtozs1rdJREGNxFRTcV3Q,Quickee Burgers
0keht9nVTliinChbGWWkkg,Tapas by Alex Stratta
qEg0K_45TBlzHMOR9GC4Pg,Ciao Ciao Pizza
0N53m33GANYeHHl-s22d4Q,Port of Subs
ZYocFoV0HhWzS_U7R7svqQ,Sonic Drive-In
EAwh1OmG6t6p3nRaZOW_AA,Ellis Island Hotel, Casino & Brewery
VlnOGlkwsWaWqyzDxvMMMA,Flavor Flav's House of Flavor
hs1SejlpCnNzVwpY2enGCg,Fortunes
hvqcMFMiCiuW_O2aQM7x5w,Ambrosia Café
BCAw9a_kyx2RddRH9tMmKQ,Mr. Lucky's 24-7
5ZyF-uAb4RVN05THprS3IQ,Tropical Smoothie Cafe
GP7_e6cbOd17ASWcJ0_FSQ,Assa Karaoke
GCen6oV-_6PfMP_uKN-dZw,Pizzeria Enzo Restaurant
8vrzErpjzhDabTWX1ZfOGA,El Picante
O9J0XoJR16wWbSZpXs9Uwg,Tverskaya Russian Restaurant
698nukvxe7mq2Fra5vDikQ,Rise & Shine a Steak & Egg Place
pzIcN449xQWWyPWsmj10OA,Durango Lodge
GRWIABHedj1m8DDoAuTIMg,Centerfolds Cabaret LV
TtqvXhjmXXd0nhibRAbpRg,Nozomi Sushi
laSyDWzuKb1wo1XWFEUsWQ,Goodfellas Bar & Restaurant
xpCBsOqICPNtcR07qOL0bw,Carl's Jr Restaurants
E35tgfjzj5P5PV_w7Kgu8w,Wildburger
w7xofWhjSbWB5sEdkDFdZg,Project BBQ
r1e5Ot6_jGFyV2N_dn8JDQ,El Tricolor Bakery
HojKatUfX4UHWaPqtl63NQ,Rivea
By7P2EBBvhqoSDj8PnQa8g,D.O.C.G. Enoteca
L1-1P3acJc4gEFvWwjXcNQ,Meráki Greek Grill
p5rpYtxS5xPQjt3MXYVEwA,Greens and Proteins
uX9ZVa3k3-6Xf8mAU6aOiQ,Toto's Mexican
sfzX4Ndds39mhS-Chr2lJw,Don Antonio's Pizzeria
dZq0qLyk67fZkBiedjjMMw,El Manantial Restaurant
ydUk0peVAOgiYq1l3U5SaQ,Salvadoreno Restaurant
W3glSnEBN3--cPX-2aQkvg,Johnny McGuire's Deli
8J4oT58-Nc-q1bpF9CRTpw,Applebee's Grill + Bar
kRRtnGLDTTfKyeuwjh8Blg,Subway
zLdqJBlLgGN-EI_TzUXWNQ,Lin Buffet
t39GXLz1mLsHbmZm9XtsKQ,Brasa Roja
gFjHMjQXn5pbObxJupiuPA,Bar Charlie
WXSsJIO_uGGSxS9qC8x1gQ,The Protein Source
1JgaRBX0oiRsvEhHF3ZMjw,Upper Crust Pizza
OmgxgqtB7L4UEUXNi5X3Qw,King of Wings
rioQ_p2pILNbJ4Xp5jW6-Q,Downtown Container Park
ugf6qjoG5h6VXR5-vpq0Qw,Firefly
agzQqNikDIfbESdH5_dg2g,Brewery Bar & Grill
Nu0GjN3HeFomQ5ArsJacKQ,Djs Taco Bar and Grill Neonopolise
bjqwzEr9fU1keOcJFOZqWA,Chinese New Year Celebration
poYsvuOmVDqF4dTnjJ780A,Tiabi Coffee & Waffle
hxBuRtfp1Te_dyyio4UdkA,Maribel's Mexican Food
-UtYWvCnUppcSaC_u1pTYQ,Kopper Keg Restaurant & Lounge
aBji25npHv54Y5WJiBXX_w,Cilantros Taco Grill
bEJzJq-aeuXYDThZnF0Mgw,Taco Bell
3rkxTx8DoZSl7_FryhXCVQ,Jugoo Chinese Restaurant
O3OH5IEFMPtz7mPKakPZ3Q,Japaneiro
uWIrZQx2BxKznWPjxWGRNg,Pt's Gold
BwuyBsShSQwO3_-SvW6fRA,Kabob Grill
1vRSIAJ5rlnSabNLMiOXeA,Carl's Jr.
xB7bsOpJbnK9nHEZw1ARDg,Napoli Pizzeria
YIbsxjyP2jNzoH9RlxaSYA,Star Mexican Grill
Ziqzfvpp2cpZAu0OwjiD5w,Hamada's Asiana
oh-aOlWk7zIPFmxmFMoRdg,Carl's Jr
JcFyuyo0Rt6gDiVZ9yJ3VQ,Krayvings
0HG02r8ri7GEFwuwmdHCyg,KFC
tSbs8i_9Hlaommupjgn63Q,Panda Express
gtWaCpu7mgRR-839S9oGBQ,Laziza Hookah Lounge & Restaurant
NQhPS0MUKJgBUB6PTLlmzA,Pho Bosa
5k8kyvvReTf1RMq4jpayQg,Cafe Luhena
BmyRJmbVm4jGlkXg4ncLJQ,Fiesta Chips & Salsa
2LNnIARy-lGmrlEMZSxZ1w,Great Buns Bakery
Y91-sIlVyH6v4YM6sTINAw,El Pollo Loco
CoyeXg8FBsS_d20QzNIy-A,Makers & Finders Coffee
lsMvf-DxBO3As2KgLHtbFw,Applebee's Grill + Bar
SwrRrGM-clSCBqC9aZJ1KQ,McCall's Heartland Grill
Q-HDnjHCywb65thAB-f0nw,Grand China
d_L-rfS1vT3JMzgCUGtiow,Border Grill
LRpFWbovjUShlvCKQOS-Ng,Yui Edomae Sushi
udh__7erx4PuM5quw8zuVg,Istanbul Mediterranean
6Vyp-9i1jzwK_bvisuPJpQ,Lobster ME
CdxWhFBtjl0LBqlQEfxX8A,Pronto by Giada
